Annual Turnover,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Ambience,Lively,Service,Comfortablility,Privacy,Cuisine1,Cuisine2
32500000,15,1,734623,78.1,1,72.6,1,1,0,0,2.0,0,16,3,0,3,4,4,4,5,10.0,4.0,3.0,4.0,6.0,4,2,4,4,10,9
12000000,133,1,733569,72.2,2,69.2,0,1,0,1,2.0,0,2,2,1,3,4,4,6,6,8.0,5.0,3.0,3.0,10.0,8,6,0,7,2,18
41000000,15,1,733025,66.3,2,66.67,1,1,0,1,2.0,0,0,2,1,8,5,4,3,7,10.0,4.0,3.0,4.0,4.0,8,2,6,5,12,22
22500000,0,1,734531,67.0,1,73.8,1,1,1,0,2.0,0,23,2,0,9,2,4,3,7,10.0,3.0,3.0,4.0,7.0,6,5,6,8,6,17
18000000,120,0,732896,70.4,1,53.6,1,1,1,1,2.0,2,2,3,1,6,4,5,5,9,9.0,5.0,3.0,4.0,9.0,9,8,3,10,10,9
12000000,154,1,734632,78.0,1,66.6,1,1,1,1,2.0,0,2,3,0,7,3,3,4,8,7.0,4.0,3.0,3.0,5.0,0,3,3,1,7,20
42000000,15,1,733780,71.5,1,68.0,1,1,1,1,2.0,0,0,3,0,9,2,6,6,6,8.0,3.0,3.0,4.0,4.0,2,2,5,1,2,18
34000000,38,1,734449,92.0,2,73.4,1,1,1,0,2.0,0,16,3,1,10,6,6,6,7,9.0,4.0,3.0,4.0,7.0,7,5,2,2,9,20
20500000,15,0,734356,79.0,1,72.5,1,1,1,1,2.0,0,16,2,1,5,5,3,3,10,7.0,4.0,3.0,4.0,6.0,9,4,2,9,8,13
37500000,63,1,733449,91.0,2,88.0,0,0,1,1,1.0,0,16,3,1,2,7,5,6,5,9.0,4.0,5.0,4.0,2.0,3,0,8,6,8,13
20000000,63,0,734312,79.0,2,80.0,1,1,1,1,2.0,0,16,2,0,2,5,4,5,5,9.0,3.0,5.0,4.0,4.0,7,7,6,8,10,9
33000000,38,1,734410,86.0,1,88.0,0,0,0,0,1.0,0,2,2,0,2,5,4,6,10,10.0,5.0,3.0,4.0,7.0,7,5,4,6,9,20
26000000,98,1,732852,81.3,1,76.3,1,1,1,1,2.0,0,9,3,1,5,5,5,5,10,7.0,3.0,2.0,4.0,5.0,8,4,2,6,2,18
30000000,0,1,734317,76.0,2,80.0,1,1,1,0,2.0,0,2,2,0,9,4,5,5,5,10.0,4.0,3.0,4.0,5.0,7,5,2,7,2,18
37000000,63,1,733763,76.0,1,76.0,1,1,1,0,2.0,0,0,3,0,5,4,4,4,5,8.0,3.0,3.0,4.0,6.0,8,3,5,7,10,9
55000000,72,0,734354,90.0,1,82.1,0,1,1,1,2.0,0,2,4,0,5,6,5,7,10,8.0,6.0,3.0,3.0,8.0,8,4,1,8,7,20
32500000,15,1,734288,82.0,2,78.8,1,1,1,1,1.0,0,2,3,0,7,5,6,7,5,9.0,4.0,3.0,6.0,6.0,7,4,2,5,14,18
9500000,0,1,733953,62.13,1,74.0,1,1,1,0,2.0,0,2,2,0,9,4,6,4,7,9.0,5.0,3.0,4.0,8.0,6,4,5,2,3,24
14500000,15,1,733032,59.71,1,54.14,1,1,0,1,2.0,2,2,3,1,4,2,4,3,10,6.0,2.0,3.0,2.0,6.0,4,6,4,4,6,23
24000000,133,0,734391,81.8,2,71.0,1,1,0,1,2.0,0,2,2,0,10,4,6,3,5,9.0,5.0,3.0,4.0,6.0,8,8,2,8,10,9
30000000,133,0,734146,79.0,2,74.0,0,0,0,1,2.0,0,16,2,0,8,5,4,5,10,7.0,4.0,3.0,4.0,7.0,8,6,3,5,10,9
60500000,72,1,734145,78.8,2,87.0,1,1,1,1,2.0,0,2,3,0,6,5,6,8,6,9.0,6.0,3.0,4.0,8.0,7,5,4,7,3,11
47000000,15,1,733262,80.67,1,75.67,1,1,1,1,2.0,0,0,4,0,5,5,3,5,10,9.0,4.0,3.0,4.0,8.0,6,4,3,5,2,18
9500000,126,1,733558,77.88,1,81.5,0,1,1,1,2.0,0,24,1,0,1,6,5,4,6,8.0,3.0,3.0,4.0,5.0,4,3,7,7,6,17
22500000,98,1,733907,65.0,1,67.6,1,1,1,0,2.0,0,2,2,0,1,4,6,6,7,9.0,6.0,3.0,4.0,2.0,2,2,4,1,2,18
48500000,115,1,733459,82.4,2,68.0,1,1,0,0,2.0,0,2,2,0,8,5,4,4,5,8.0,4.0,3.0,4.0,9.0,8,4,1,6,11,21
20500000,63,0,733933,73.2,2,57.6,0,1,1,1,2.0,0,16,2,0,2,4,5,3,7,10.0,4.0,3.0,4.0,6.0,8,6,0,4,2,18
24000000,176,0,733917,93.0,2,87.0,1,1,1,1,2.0,0,2,3,0,5,6,6,5,6,7.0,5.0,3.0,3.0,5.0,8,4,3,8,5,19
70000000,15,0,733250,73.0,2,68.0,1,1,1,1,2.0,0,0,3,0,3,4,5,4,9,9.0,4.0,3.0,4.0,8.0,7,4,3,6,3,11
25000000,38,1,733511,69.0,1,61.3,1,1,0,1,2.0,0,16,2,0,2,4,4,2,9,7.0,1.0,2.0,4.0,7.0,8,3,4,4,2,18
43000000,143,1,733192,88.53,1,82.33,1,0,1,1,2.0,0,2,2,1,7,5,5,6,8,9.0,6.0,3.0,4.0,8.0,7,3,0,8,3,11
43000000,122,1,733517,86.0,1,88.33,1,1,1,1,2.0,0,0,3,0,3,5,6,6,10,9.0,6.0,3.0,4.0,9.0,9,6,1,8,2,18
30000000,143,1,734067,88.5,1,88.45,1,0,1,1,2.0,0,2,3,1,7,5,5,4,6,9.0,5.0,3.0,4.0,2.0,7,6,1,8,1,4
35000000,15,1,733527,88.6,1,96.75,1,0,0,1,2.0,0,16,3,1,8,3,4,5,6,8.0,4.0,3.0,4.0,7.0,8,3,3,6,10,9
20000000,15,0,734257,84.6,2,84.25,1,1,1,1,2.0,0,2,2,1,4,5,5,4,6,7.0,5.0,3.0,3.0,9.0,9,6,3,6,6,17
33000000,133,1,734565,86.0,2,86.0,1,1,1,1,2.0,0,9,2,0,3,6,6,6,5,9.0,4.0,3.0,4.0,7.0,9,4,3,7,10,9
24000000,72,0,734586,69.0,1,83.0,1,1,1,0,2.0,0,2,3,1,9,5,4,4,9,10.0,3.0,3.0,4.0,8.0,9,6,1,9,3,11
16000000,105,1,734914,77.0,1,67.8,1,0,1,1,2.0,0,16,2,0,7,3,3,3,9,10.0,4.0,3.0,4.0,5.0,2,5,5,3,6,17
30000000,143,0,734263,93.38,1,78.5,0,1,1,1,1.0,0,21,2,1,5,5,6,6,9,10.0,4.0,3.0,4.0,7.0,6,5,1,7,5,19
24000000,143,1,733613,52.93,1,64.0,0,1,1,1,2.0,0,0,3,0,6,3,3,3,8,9.0,4.0,3.0,5.0,7.0,6,5,0,6,10,9
32000000,2,1,734730,78.17,1,77.85,0,1,1,1,2.0,0,9,3,1,8,6,4,5,6,9.0,4.0,3.0,4.0,9.0,7,5,2,5,2,18
23000000,38,1,733569,72.36,1,80.83,0,1,1,0,2.0,0,16,2,1,6,3,4,3,10,8.0,4.0,3.0,4.0,6.0,5,4,1,7,7,20
44000000,177,1,733606,87.33,1,82.46,0,1,1,1,2.0,0,23,3,0,2,6,6,6,5,9.0,4.0,3.0,4.0,9.0,8,5,2,8,1,4
24000000,0,1,734133,76.0,1,66.0,1,0,1,0,2.0,0,0,3,1,3,5,4,3,9,6.0,3.0,3.0,2.0,6.0,8,5,1,7,2,18
45000000,72,1,733376,80.0,2,71.0,1,1,0,1,2.0,0,2,3,0,9,5,4,5,10,10.0,4.0,3.0,4.0,0.0,5,0,4,2,7,20
32500000,143,1,733084,84.75,1,75.6,1,1,0,0,2.0,0,24,5,1,4,5,5,7,9,8.0,4.0,3.0,4.0,7.0,5,3,5,7,14,18
40500000,72,1,733907,76.0,2,72.0,1,1,1,1,2.0,0,16,2,1,7,5,5,6,7,8.0,4.0,3.0,4.0,8.0,8,7,0,9,2,18
45000000,143,1,733974,63.0,2,66.0,1,1,1,1,2.0,0,2,2,0,5,4,4,4,9,10.0,4.0,3.0,4.0,0.0,2,5,6,4,2,18
32500000,30,0,734322,86.67,2,74.3,1,1,1,0,2.0,0,16,3,0,5,7,6,5,9,8.0,4.0,3.0,4.0,8.0,8,5,2,6,2,18
30000000,15,1,733746,77.6,1,71.2,1,1,0,1,2.0,0,0,2,0,3,4,6,4,8,7.0,3.0,3.0,4.0,5.0,8,4,2,8,10,9
39000000,143,1,733613,73.06,1,73.67,0,1,0,1,2.0,0,23,1,0,1,3,4,4,10,9.0,4.0,3.0,4.0,6.0,7,2,3,5,8,13
28000000,59,1,734146,74.3,1,75.6,1,1,1,1,2.0,0,2,2,0,9,5,5,4,10,9.0,5.0,3.0,4.0,5.0,9,6,5,7,10,9
9500000,66,1,734066,62.4,2,64.8,1,1,1,1,2.0,0,23,2,0,2,3,3,3,9,8.0,4.0,3.0,4.0,4.0,8,6,6,7,6,6
15000000,131,1,733066,76.0,1,73.0,1,1,1,1,2.0,0,2,3,0,9,3,4,3,6,9.0,5.0,3.0,4.0,7.0,7,5,2,7,7,20
28000000,0,1,732655,65.16,1,60.01,0,0,1,1,2.0,0,2,3,0,4,5,4,5,10,9.0,6.0,3.0,4.0,6.0,6,6,2,8,2,18
18000000,63,1,734595,82.2,2,81.0,1,1,1,1,1.0,0,16,4,0,5,3,4,4,5,10.0,5.0,3.0,4.0,9.0,9,8,2,7,13,10
22000000,0,0,734199,66.33,1,60.0,0,0,1,1,2.0,0,2,2,0,5,5,5,5,6,7.0,3.0,3.0,4.0,6.0,7,6,3,4,3,11
32500000,115,1,733711,89.0,2,80.0,1,1,1,1,2.0,0,2,2,0,9,5,5,5,5,10.0,4.0,3.0,4.0,6.0,5,7,0,3,10,9
33000000,63,1,735032,66.0,1,74.0,0,1,0,1,2.0,0,16,3,0,8,3,4,6,10,10.0,4.0,3.0,4.0,1.0,4,1,5,0,11,21
31500000,63,1,733859,72.2,2,67.8,0,0,1,1,2.0,0,23,3,0,5,5,6,5,10,10.0,4.0,3.0,4.0,9.0,7,7,1,6,7,20
20500000,63,0,734191,88.8,2,70.2,1,1,1,0,2.0,0,2,3,0,2,4,5,4,9,9.0,4.0,3.0,4.0,9.0,7,5,0,6,6,23
32500000,15,1,734185,76.5,2,81.8,1,1,1,1,1.0,0,2,3,1,9,3,6,6,6,9.0,6.0,3.0,5.0,8.0,9,5,0,8,2,16
10500000,38,1,734496,89.2,1,91.33,1,1,0,1,2.0,0,16,3,0,4,3,4,4,9,6.0,3.0,3.0,4.0,8.0,6,4,2,5,7,20
50000000,143,1,734162,85.4,2,71.6,1,1,1,1,2.0,0,2,4,0,10,5,6,5,10,9.0,7.0,3.0,5.0,3.0,8,2,3,9,12,22
32000000,170,0,732659,76.0,1,77.0,1,1,1,1,2.0,0,2,2,0,4,4,3,2,7,7.0,3.0,3.0,4.0,10.0,8,7,3,8,10,9
48000000,133,1,733438,88.3,1,83.4,1,1,1,1,2.0,0,0,3,0,8,6,6,5,9,9.0,5.0,3.0,4.0,10.0,8,6,0,7,2,18
15000000,138,1,734280,91.4,2,81.2,0,1,1,0,1.0,0,2,3,0,2,7,6,7,6,9.0,6.0,3.0,6.0,6.0,8,4,3,7,9,20
54000000,115,1,732789,76.0,1,76.0,1,1,1,1,2.0,2,2,2,0,3,6,3,3,8,8.0,4.0,3.0,4.0,2.0,6,6,5,5,10,9
40000000,149,1,733919,81.2,1,66.0,1,1,1,1,2.0,0,23,1,0,7,4,5,4,10,10.0,2.0,3.0,4.0,5.0,5,2,5,4,10,9
43000000,15,1,733709,68.8,2,63.0,1,1,1,1,2.0,0,0,2,0,9,3,4,3,5,8.0,4.0,3.0,4.0,6.0,5,5,5,7,3,11
20000000,38,0,734371,86.0,1,84.0,1,0,1,1,2.0,0,16,3,0,5,3,3,5,6,10.0,4.0,3.0,4.0,6.0,7,7,2,4,12,22
62500000,0,1,733577,88.0,1,84.0,1,1,1,0,1.0,0,23,3,0,10,7,5,6,6,6.0,8.0,3.0,4.0,5.0,5,4,0,3,13,10
45000000,63,1,732688,73.0,1,64.0,1,1,0,1,2.0,0,16,2,0,4,5,3,5,9,6.0,4.0,2.0,4.0,6.0,8,5,7,6,2,18
38000000,15,1,733094,76.0,1,76.0,1,1,1,1,2.0,2,2,3,0,6,5,5,4,8,9.0,5.0,3.0,4.0,7.0,8,3,5,4,3,24
33500000,0,0,734681,82.4,2,69.16,0,0,1,1,2.0,0,0,4,0,4,6,4,4,7,10.0,3.0,3.0,4.0,8.0,9,7,2,7,10,9
20000000,54,1,734658,70.0,1,57.8,1,1,1,1,2.0,0,16,2,0,2,3,4,4,7,6.0,4.0,1.0,4.0,5.0,4,4,3,5,2,18
33500000,98,1,733512,61.0,2,60.4,1,1,1,1,2.0,0,2,3,1,1,5,4,3,5,7.0,5.0,3.0,3.0,9.0,10,6,2,4,9,20
14500000,72,1,733977,80.0,1,90.6,1,1,0,0,2.0,0,23,2,1,10,3,4,5,8,6.0,4.0,3.0,4.0,10.0,10,8,1,7,4,17
10000000,15,0,732990,77.6,1,74.5,1,1,1,1,2.0,0,16,2,1,5,2,4,3,8,6.0,2.0,2.0,4.0,9.0,8,7,6,8,12,22
32000000,15,1,734360,80.33,1,83.0,1,1,1,1,2.0,0,14,4,0,8,4,4,4,5,9.0,4.0,3.0,4.0,8.0,8,5,0,2,2,16
27500000,15,1,734002,71.6,1,80.8,1,1,1,0,2.0,0,2,3,0,4,4,4,4,5,7.0,4.0,3.0,3.0,8.0,9,3,7,6,7,20
28000000,0,1,734543,74.0,2,70.0,1,1,1,1,2.0,0,2,3,0,3,4,4,5,9,8.0,5.0,3.0,3.0,2.0,2,3,4,0,10,9
60000000,15,1,733507,74.0,1,63.0,1,1,0,1,2.0,0,16,2,0,8,3,4,4,10,6.0,4.0,1.0,4.0,8.0,5,6,2,7,5,19
18000000,15,1,732456,69.0,1,62.0,1,1,1,1,2.0,0,0,4,0,9,5,5,7,9,9.0,5.0,3.0,4.0,6.0,7,2,6,7,4,17
18000000,131,1,733992,59.2,2,56.0,1,1,1,1,2.0,0,2,2,0,9,4,5,3,6,9.0,5.0,3.0,5.0,4.0,4,3,5,5,4,17
12000000,54,1,734150,69.85,2,65.2,1,1,0,1,2.0,0,23,2,0,1,4,6,4,9,7.0,4.0,3.0,4.0,6.0,7,3,4,4,10,17
37000000,133,0,733911,80.0,1,65.0,1,1,1,1,2.0,0,2,3,0,9,6,5,4,8,8.0,4.0,3.0,4.0,9.0,7,2,2,8,12,22
32500000,143,0,733078,87.0,1,67.0,1,1,0,1,2.0,0,24,3,0,5,3,3,4,9,9.0,4.0,4.0,4.0,8.0,8,6,3,7,14,18
30000000,16,0,734408,75.0,2,71.6,0,0,1,1,2.0,0,16,3,0,4,4,5,5,9,10.0,3.0,3.0,4.0,6.0,5,0,3,4,1,4
18000000,38,1,733748,89.0,1,71.0,1,1,0,1,2.0,0,16,2,1,8,6,5,4,6,9.0,4.0,3.0,5.0,7.0,8,5,0,9,10,9
30500000,72,1,734180,77.0,1,91.7,1,0,1,0,2.0,0,0,3,1,1,3,3,4,7,10.0,4.0,3.0,4.0,4.0,3,2,1,5,1,4
45000000,15,0,733304,91.0,1,82.0,1,1,1,1,2.0,0,0,3,0,10,4,4,5,5,9.0,5.0,3.0,4.0,9.0,6,6,0,8,3,11
39000000,133,1,733338,82.0,2,70.0,1,0,1,1,2.0,0,7,4,0,8,4,6,4,7,9.0,5.0,3.0,4.0,8.0,9,7,3,6,2,16
15000000,91,1,734137,68.0,2,64.0,1,0,1,1,2.0,0,2,2,0,1,4,4,2,7,6.0,4.0,3.0,2.0,8.0,9,8,6,8,7,20
15500000,120,1,733612,79.68,1,65.83,1,1,1,1,2.0,0,23,3,0,4,4,5,5,6,8.0,4.0,3.0,4.0,3.0,5,2,4,6,13,10
30000000,131,0,733306,72.0,2,62.0,1,1,1,1,2.0,0,2,3,0,1,5,4,4,6,9.0,4.0,3.0,4.0,7.0,6,4,2,6,7,20
51000000,143,0,732846,72.0,1,74.0,1,1,1,1,2.0,0,24,2,1,3,3,4,3,10,8.0,4.0,3.0,4.0,7.0,6,5,0,5,14,18
18500000,114,1,734247,69.4,2,63.4,1,1,1,1,2.0,0,0,3,0,9,5,6,4,7,6.0,5.0,3.0,2.0,8.0,8,5,0,7,3,24
24000000,38,1,733792,65.4,1,65.8,1,1,0,0,2.0,0,24,2,0,7,4,4,4,10,8.0,4.0,3.0,4.0,6.0,4,8,3,6,6,6
24000000,75,1,733461,62.34,2,59.0,0,1,0,1,2.0,0,16,2,0,1,5,3,5,10,7.0,4.0,2.0,4.0,8.0,6,3,3,9,2,16
30000000,38,1,734450,68.6,2,64.8,0,1,1,1,2.0,0,16,2,0,4,5,5,5,7,9.0,4.0,3.0,4.0,9.0,6,5,2,5,9,20
30000000,38,1,734327,72.6,1,82.5,1,1,1,0,2.0,0,2,3,1,2,6,4,2,6,10.0,3.0,3.0,4.0,8.0,9,5,0,7,1,4
32500000,38,0,733639,83.5,1,92.5,1,1,1,1,2.0,0,0,4,0,8,4,5,5,8,9.0,5.0,3.0,4.0,4.0,7,3,4,4,9,20
20000000,133,1,734872,73.6,2,82.8,1,1,1,0,2.0,0,2,3,0,9,4,4,5,6,10.0,4.0,3.0,4.0,8.0,8,5,4,4,2,18
50000000,72,1,734120,77.0,2,79.6,0,1,1,1,2.0,0,0,3,0,4,3,4,6,10,9.0,5.0,3.0,4.0,6.0,9,4,3,5,8,13
10000000,78,1,732441,58.0,1,52.0,1,0,1,1,2.0,2,2,2,0,4,4,3,3,10,8.0,3.0,3.0,4.0,10.0,6,6,1,9,2,16
132000000,51,1,732565,79.0,1,72.0,1,1,1,1,2.0,0,16,2,0,3,5,3,4,9,7.0,3.0,3.0,4.0,4.0,9,5,4,7,15,25
30000000,15,1,734145,94.72,1,74.83,1,1,1,1,2.0,0,16,2,0,2,6,6,7,10,7.0,4.0,2.0,4.0,10.0,8,8,0,9,2,18
17000000,133,0,733872,84.6,2,75.0,1,1,1,0,2.0,0,4,3,0,6,4,4,4,5,9.0,4.0,3.0,4.0,9.0,8,7,4,8,6,23
62000000,72,1,733524,92.6,1,86.2,1,1,1,0,2.0,0,16,3,0,1,5,6,6,6,9.0,4.0,4.0,4.0,5.0,7,3,4,6,10,9
24000000,0,1,733465,75.0,2,67.0,1,1,1,1,2.0,0,2,2,1,2,4,4,3,9,10.0,4.0,3.0,4.0,6.0,6,2,7,5,7,20
37500000,38,1,733391,67.5,1,71.8,1,1,1,0,2.0,0,2,3,0,3,4,5,4,5,10.0,4.0,3.0,4.0,8.0,7,5,2,4,1,4
35000000,115,0,733813,85.0,1,83.0,1,1,1,1,2.0,0,16,1,0,3,6,5,4,9,7.0,4.0,2.0,4.0,7.0,8,6,0,7,1,4
44500000,15,1,732898,86.4,2,79.8,1,1,0,1,2.0,0,2,4,0,1,5,5,6,7,9.0,5.0,3.0,4.0,4.0,6,5,4,5,2,16
20000000,38,0,734704,70.6,2,58.5,1,1,1,1,2.0,0,0,3,0,1,6,5,4,7,9.0,3.0,3.0,5.0,9.0,9,6,0,5,13,10
60000000,131,1,733852,90.4,2,85.2,1,0,1,0,1.0,0,0,3,1,3,5,6,6,5,9.0,6.0,3.0,4.0,6.0,8,5,2,6,2,16
75500000,143,1,732932,88.4,2,82.0,1,1,1,1,2.0,0,0,1,1,1,6,5,5,7,9.0,5.0,3.0,4.0,4.0,8,3,3,3,3,11
9500000,143,1,732993,71.86,1,72.17,1,0,0,1,2.0,0,24,1,1,10,4,3,5,6,9.0,4.0,4.0,4.0,2.0,8,4,6,7,1,4
88000000,133,1,733680,81.6,2,87.6,1,1,0,1,1.0,0,2,3,1,7,4,6,5,9,9.0,5.0,3.0,4.0,5.0,6,4,3,6,2,18
300000000,0,1,734346,89.0,2,67.0,1,0,1,0,2.0,0,16,3,0,6,7,5,6,7,9.0,3.0,3.0,4.0,6.0,8,5,2,7,7,20
34000000,15,1,733851,81.25,1,75.85,1,0,1,0,2.0,0,2,4,1,4,5,5,6,8,10.0,7.0,3.0,4.0,8.0,8,5,2,9,13,10
15000000,159,0,733730,77.0,1,79.0,1,1,0,1,2.0,0,16,4,0,2,4,3,2,5,6.0,4.0,2.0,4.0,6.0,7,5,0,9,5,19
11000000,0,1,733968,87.62,1,86.0,1,1,0,1,2.0,0,16,3,0,8,4,4,4,5,9.0,4.0,3.0,4.0,8.0,7,5,3,7,12,22
35000000,38,1,734777,68.6,2,70.0,0,1,1,1,2.0,0,16,3,0,8,5,5,6,10,7.0,4.0,3.0,4.0,6.0,9,6,0,8,2,16
18500000,131,1,732674,54.0,2,61.0,0,1,0,1,2.0,0,0,3,0,6,6,4,4,5,8.0,3.0,3.0,4.0,6.0,7,6,6,6,3,11
20000000,133,1,733210,70.2,2,66.2,1,1,0,1,2.0,0,2,2,0,5,5,4,4,10,9.0,5.0,3.0,4.0,6.0,7,1,1,6,2,18
24000000,133,1,734443,70.0,2,65.0,1,0,0,1,2.0,0,2,3,0,4,4,4,4,9,7.0,3.0,3.0,4.0,5.0,5,1,4,7,10,9
18000000,29,1,734397,69.0,1,76.0,1,1,0,1,2.0,0,23,0,0,6,3,4,6,5,10.0,4.0,3.0,4.0,10.0,5,1,2,5,14,18
31500000,15,1,733137,85.92,1,79.87,1,1,1,1,2.0,0,2,3,1,7,4,5,4,5,9.0,6.0,3.0,4.0,7.0,6,4,4,8,2,18
32500000,15,1,735092,89.6,1,95.8,1,1,1,1,2.0,0,2,3,1,1,5,5,6,5,6.0,4.0,3.0,2.0,6.0,3,1,4,1,2,16
30000000,143,0,734058,76.0,2,77.0,1,1,1,0,2.0,0,0,3,0,4,5,5,6,8,9.0,5.0,3.0,4.0,7.0,7,4,3,4,10,17
24000000,0,1,733161,74.33,1,77.0,1,1,1,1,2.0,0,0,3,0,3,4,4,5,9,9.0,5.0,3.0,4.0,6.0,3,5,1,8,7,20
24000000,133,1,732497,54.0,1,70.0,1,1,0,0,2.0,0,2,2,0,3,3,4,4,8,8.0,4.0,3.0,4.0,7.0,9,6,4,7,3,11
15000000,38,0,734247,84.0,1,77.0,1,1,1,0,2.0,0,2,3,1,4,6,4,3,5,8.0,3.0,3.0,4.0,7.0,5,5,3,7,7,20
22000000,98,1,734036,83.0,1,72.0,1,1,1,1,2.0,0,16,3,1,4,3,5,6,6,6.0,4.0,2.0,4.0,8.0,7,6,5,6,1,4
12000000,72,1,733947,87.2,1,85.9,1,1,1,1,2.0,0,16,2,0,10,5,5,4,7,9.0,4.0,3.0,4.0,7.0,6,5,5,6,8,13
12000000,131,1,734615,82.28,2,87.2,1,1,1,1,2.0,0,2,3,0,5,5,5,4,8,9.0,6.0,3.0,5.0,7.0,8,7,0,7,2,18
65000000,72,1,733056,88.0,2,81.4,0,1,0,0,2.0,0,2,3,0,7,7,6,6,10,9.0,7.0,3.0,4.0,8.0,9,5,2,8,9,20
37500000,133,1,732792,90.2,2,82.4,1,1,0,1,1.0,0,20,3,0,8,6,6,6,5,9.0,4.0,3.0,4.0,6.0,7,5,4,7,5,19
30500000,15,1,734009,60.0,2,66.0,1,1,1,1,2.0,0,2,2,0,7,5,4,3,9,7.0,3.0,3.0,3.0,8.0,7,5,2,6,7,20
15500000,133,1,733757,75.0,2,58.0,1,1,1,1,2.0,0,2,2,0,9,4,4,2,5,7.0,3.0,3.0,4.0,9.0,8,5,4,7,2,16
36000000,0,0,734035,77.8,2,79.4,1,1,0,1,2.0,0,2,4,0,8,5,6,8,7,10.0,4.0,3.0,4.0,7.0,9,5,2,7,12,22
40000000,143,1,734040,93.0,2,85.6,1,1,1,1,2.0,0,16,4,0,10,6,5,6,6,8.0,4.0,3.0,4.0,6.0,10,4,3,10,15,25
24000000,115,1,733471,78.0,2,75.0,1,0,0,1,2.0,0,23,3,0,8,6,5,5,7,6.0,4.0,3.0,4.0,10.0,6,5,0,7,4,17
40000000,75,1,734374,88.4,2,91.0,1,1,1,1,2.0,0,2,3,0,9,5,5,6,10,9.0,5.0,3.0,4.0,7.0,9,5,2,8,12,22
24000000,115,1,732957,71.6,1,71.0,1,0,0,0,2.0,0,16,2,1,1,4,3,5,10,9.0,4.0,4.0,4.0,2.0,4,0,6,7,6,17
50500000,38,1,732874,75.1,0,81.2,1,1,1,1,2.0,0,16,3,1,1,5,3,4,10,7.0,4.0,3.0,4.0,10.0,7,4,3,8,1,4
10500000,133,1,732853,74.5,1,72.8,1,1,1,1,2.0,0,16,3,0,2,3,4,3,7,8.0,4.0,3.0,4.0,7.0,7,6,4,6,2,16
22000000,38,1,733542,72.0,1,60.0,1,1,1,1,2.0,0,2,2,1,1,3,3,3,5,7.0,3.0,3.0,4.0,4.0,4,4,6,1,10,9
30000000,15,1,734219,78.4,2,71.8,1,1,1,0,1.0,0,0,3,1,2,4,5,5,6,10.0,4.0,3.0,4.0,7.0,8,0,0,7,9,20
30000000,126,1,733795,65.0,2,67.0,1,1,1,0,2.0,0,2,3,0,5,5,4,4,10,10.0,4.0,3.0,4.0,5.0,5,2,1,5,2,18
7500000,131,1,733686,54.0,1,63.0,0,1,1,1,2.0,0,16,3,0,5,3,4,3,8,10.0,4.0,3.0,4.0,4.0,7,6,5,6,5,19
20000000,54,1,733963,84.2,2,76.2,0,1,0,1,2.0,0,23,2,0,3,5,4,5,5,6.0,4.0,3.0,4.0,7.0,8,8,3,8,2,16
35000000,125,0,733812,69.73,1,75.5,1,1,0,1,2.0,0,7,2,0,10,3,4,5,7,10.0,4.0,3.0,4.0,6.0,7,2,1,7,2,16
38000000,0,1,733919,92.12,2,81.0,1,0,1,1,1.0,0,16,4,0,6,6,6,5,7,9.0,4.0,3.0,4.0,9.0,10,6,2,6,8,13
41000000,0,1,733676,74.0,1,76.6,1,1,1,1,2.0,0,23,3,0,8,4,5,6,6,9.0,4.0,3.0,4.0,5.0,9,3,4,6,2,18
18000000,133,1,733489,65.0,2,56.0,0,0,1,1,2.0,2,2,2,0,9,4,5,3,9,9.0,4.0,3.0,4.0,9.0,9,6,0,7,6,6
30000000,57,1,733707,92.0,1,77.8,1,1,1,1,2.0,0,13,3,1,10,3,5,4,7,9.0,3.0,3.0,4.0,8.0,6,3,3,7,6,17
14500000,98,1,733471,74.0,1,71.0,1,1,1,0,2.0,0,0,4,1,5,5,5,4,10,9.0,5.0,3.0,4.0,4.0,9,7,2,5,7,20
70000000,72,1,733794,69.4,2,61.2,1,1,1,1,2.0,0,2,3,0,3,3,5,6,10,9.0,5.0,3.0,4.0,4.0,5,3,4,5,7,20
32500000,72,0,734208,75.6,2,84.0,1,1,0,1,2.0,0,2,3,0,10,6,5,6,8,9.0,5.0,3.0,4.0,7.0,8,6,3,6,2,16
17000000,29,1,733286,71.4,1,68.8,1,1,1,1,2.0,2,2,3,0,8,3,4,5,8,9.0,5.0,3.0,4.0,3.0,2,0,4,3,3,11
22000000,120,1,734434,75.0,2,75.0,0,1,1,1,2.0,0,16,3,0,8,3,4,5,6,7.0,3.0,2.0,4.0,5.0,6,6,5,6,7,20
33000000,38,0,734638,89.6,1,85.7,1,1,1,1,2.0,0,2,3,1,2,4,4,3,7,7.0,3.0,3.0,3.0,8.0,5,1,3,7,2,18
36000000,0,1,733607,84.0,1,75.6,0,1,1,1,2.0,0,24,2,0,7,7,6,5,10,9.0,4.0,5.0,4.0,4.0,4,0,3,2,7,20
